cart,Record Count
"{""custom"": [{""title"": ""Sinful Sundae ice cream 2 \\u0e16\\u0e49\\u0e27\\u0e22"", ""price"": 260, ""quantity"": 0, ""id"": ""oxagab8vu6""}], ""sundae"": 2}",1
"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""fpwjxg1j7g6"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":12,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"{""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""qw7n691ja8"",""SINFUL SUNDAE"":4,""CEREAL KILLER"":1,""MILK CANDY"":1,""extra"":"""",""title"":""Icecream box of 6""}]}",1
"{""cupc"":0,""redvelvet"":1,""salt"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""11eqvrsqer5"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":3,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":2,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"{""berry-1lb"":0,""carrot-1lb"":1}",1
"{""mixedberry-1lb"":1,""bancheese~l"":1}",1
"{""cereal"":2,""sundae"":2,""candy"":2,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""xkv8aohkohr"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""k6zx3x8dpf"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}],""coconut_slice"":1,""bancheese~s"":1}",1
"{""cereal"":4,""hella"":1,""pbj"":2}",1
"{""carrot-1lb#dearest"":1,""bannutella~s"":2}",1
"{""cupc"":2,""hella"":2,""pbj"":2,""deathchoc"":2,""icecream"":[{""count"":""6"",""price"":750,""quantity"":1,""id"":""hibwkciv5vc"",""SINFUL SUNDAE"":2,""CEREAL KILLER"":2,""MILK CANDY"":2,""extra"":"""",""title"":""Icecream box of 6""}]}",1
"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""ho4ugcask5i"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1
"{""cereal"":1,""sundae"":1,""redvelvet"":1}",1
"{""cereal"":1,""custom"":[{""title"":""Mama og 1 "",""price"":90,""quantity"":1,""id"":""mstda178tnn""}]}",1
