datetime,long,cart,Record Count,shipping_price
"May 1, 2021",100.5920263,"{""deathcake"":0,""banog~s"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""lgfajulo6gd"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":5,""RED VELVET CREAM CHEESE BROWNIE BITES"":4,""extra"":"""",""title"":""Small box of 9""}]}",1,68
"May 1, 2021",100.7794165,"{""redvelvet"":6,""hella"":6,""cookie"":[{""count"":""5"",""price"":450,""quantity"":6,""id"":""fr3po5ph86v"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""bannuts~s"":10,""banog~s"":6}",1,0
"May 1, 2021",100.6368823,"{""berry_slice"":1,""coconut_slice"":1,""ferrero_slice"":1,""banultimate~s"":1}",1,145
"May 1, 2021",100.727078,"{""gift"":[{""count"":""3"",""price"":1150,""quantity"":1,""id"":""vq3s8ua56u"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Medium bouquet of 3""}],""custom"":[{""title"":""Red velvet 1 lb "",""price"":1500,""quantity"":1,""id"":""r4v8wd8v61m""}]}",1,352
"May 1, 2021",100.6237513,"{""chocpudding-1lb#dearest"":1}",1,239
"May 1, 2021",100.5947752,"{""bannutella~l"":1}",1,72
"May 1, 2021",100.6258591,"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""o0d8l6fx5oq"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,220
"May 1, 2021",100.4449771,"{""cupc"":19,""deathchoc"":18,""salt"":3}",1,0
"May 1, 2021",100.6513681,"{""coconut-1lb"":1}",1,262
"May 1, 2021",100.6153628,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""63dqsks6rpy"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""salt"":1,""redvelvet"":1,""deathchoc"":1,""blackout_slice"":2,""coconut_slice"":2,""banana_slice"":1}",1,105
"May 1, 2021",100.5360062,"{""bancheese~l"":1}",1,177
"May 1, 2021",100.5716882,"{""mixedberry-1lb"":1,""bancheese~l"":1}",1,149
"May 1, 2021",100.6313569,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""gbxas28o9a7"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":1,""cupc"":1,""deathchoc"":1,""redvelvet"":1}",1,107
"May 1, 2021",,"{""berry_slice"":1,""ferrero_slice"":1,""blackout_slice"":1}",1,0
"May 1, 2021",100.5523988,"{""giftboxloaf"":[{""count"":""4"",""price"":740,""quantity"":1,""id"":""49v7x854o9t"",""DEATH BY CHOCOLATE PUDDING CAKE"":0,""BANANA CHEESE"":1,""BANANA NUTELLA "":1,""BANANA ULTIMATE COMBO"":1,""BANANA GOES NUTS"":0,""BANANA OG"":1,""extra"":"""",""title"":""Large box of 4""}]}",1,0
"May 1, 2021",100.391155,"{""cake"":[{""count"":""8"",""price"":1620,""quantity"":1,""id"":""y7w8jgy3zcg"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":4,""extra"":"""",""title"":""Large box of 8""}]}",1,408
"May 1, 2021",100.5625923,"{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""qlf1od4buc"",""BAE BROWNIE"":2,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Large box of 8""}],""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""0l1qledriav"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,50
"May 1, 2021",100.5419019,"{""deathcake"":1}",1,75
"May 1, 2021",,"{""redvelvet"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""sbuo5zsr4f"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":4,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,0
"May 1, 2021",100.5792337,"{""berry-2lb"":1,""blackout_slice"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""qzvjp5u2n1"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,238
"May 1, 2021",100.460299,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""bsxvxxquq9"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""deathchoc"":1,""hella"":1,""ferrero_slice"":1}",1,167
"May 1, 2021",100.6157471,"{""hella"":2,""pbj"":2,""redvelvet"":1,""cupc"":2,""deathchoc"":2,""salt"":2,""valrhona"":1}",1,101
"May 1, 2021",100.6457337,"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""fvhzntloz6v"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":2,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1,253
"May 1, 2021",100.5715203,"{""chocpudding-1lb"":1}",1,149
"May 1, 2021",100.5572648,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""szoha99iham"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""pbj"":1,""cupc"":1}",1,56
"May 1, 2021",100.6734367,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""9t0qcjikk5p"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":5,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""bannutella~s"":1}",1,223
"May 1, 2021",,"{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""1450bsmpxcte"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":3,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1,0
"May 1, 2021",100.5923975,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""orxt8nhioxd"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,73
"May 1, 2021",100.544042,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""d5jeel7kvgv"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""valrhona"":2,""redvelvet"":1,""chocpudding-1lb"":1}",1,369
"May 1, 2021",100.5780931,"{""hella"":1,""peanut"":1,""deathcake"":1}",1,57
"May 2, 2021",,"{""cupc"":1,""pbj"":1,""hella"":1}",1,0
"May 2, 2021",100.5367002,"{""cupc"":1,""pbj"":1,""redvelvet"":1}",1,0
"May 2, 2021",100.5863379,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""sx5rn8v00b"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,64
"May 2, 2021",,"{""hella"":2}",1,0
"May 2, 2021",100.5936138,"{""cupc"":0,""cupccake-1lb"":1}",1,179
"May 2, 2021",100.5763247,"{""berry-1lb"":1}",1,164
"May 2, 2021",,"{""chocpudding-1lb"":1,""coconut_slice"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""vrilsbka3oh"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,0
"May 2, 2021",100.5279027,"{""blackout-1lb"":1}",1,162
"May 2, 2021",101.3462206,"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""rvv34x17x1"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,185
"May 2, 2021",100.5683667,"{""hella"":1,""deathchoc"":1,""salt"":1}",1,48
"May 2, 2021",100.566079,"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""siwmfgxumtc"",""BABY OG"":4,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":3,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""8s623ge2gaf"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}]}",1,39
"May 2, 2021",100.5818477,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""9bqrvrez14s"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""cupc"":1}",1,60
"May 2, 2021",100.5754028,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""wfnwoxhingr"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,50
"May 2, 2021",100.5532239,"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""5c0v94jnat4"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":3,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,0
"May 2, 2021",100.6310905,"{""hella"":1,""cupc"":1}",1,105
"May 2, 2021",100.5501228,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""z1gchb0k5uo"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,0
"May 2, 2021",100.625342,"{""valrhona"":3,""peanut"":3}",1,99
"May 2, 2021",100.5633548,"{""berry_slice"":1,""hella"":1}",1,46
"May 2, 2021",,"{""banultimate~s"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""6s8u4y8k4je"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,0
"May 2, 2021",,"{""pbj"":1,""cupc"":1,""gift"":[{""count"":""3"",""price"":1150,""quantity"":1,""id"":""vb0tn82mwj"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Medium bouquet of 3""}]}",1,0
"May 2, 2021",100.4425432,"{""coconut-1lb"":1}",1,364
"May 2, 2021",100.5899252,"{""bancheese~l"":0,""bancheese~s"":2,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""7it0v2716di"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,124
"May 2, 2021",100.4521939,"{""custom"":[{""title"":""1 lb Mixed berries cheese​pie​"",""price"":1800,""quantity"":1,""id"":""gxvmf81xuqo""}],""cupc"":1,""salt"":1,""banultimate~s"":1,""bancheese~s"":1}",1,0
"May 2, 2021",100.5949161,"{""redvelvet"":1,""chocpudding_slice"":1,""ferrero_slice"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""6k4pzg199zi"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,114
"May 2, 2021",100.5705704,"{""cupccake-1lb"":1}",1,150
"May 3, 2021",100.5617369,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""jjty5fy9hjq"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":1,""salt"":2,""deathchoc"":1}",1,0
"May 3, 2021",,"{""heart-S&ganache.pink"":1}",1,0
"May 3, 2021",,"{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""dxt8chvonof"",""BAE BROWNIE"":18,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Double box of 18""},{""count"":""18"",""price"":640,""quantity"":2,""id"":""9gq09akkxxr"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":18,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Double box of 18""}]}",1,0
"May 3, 2021",100.531604,"{""custom"":[{""title"":""1 lb Mixed​ berry​ cheese​pie​"",""price"":1800,""quantity"":1,""id"":""p0b4qp0e5bb""}]}",1,0
"May 3, 2021",100.547847,"{""carrot-1lb"":1}",1,345
"May 3, 2021",100.6181862,"{""banana-2lb"":1}",1,240
"May 3, 2021",100.6001976,"{""heart-L&redvelvet.pink"":1}",1,202
"May 3, 2021",100.7184445,"{""banana-1lb"":1}",1,215
"May 3, 2021",100.5894473,"{""custom"":[{""title"":""1 lb Mixed berries cheese​pie​ "",""price"":1800,""quantity"":1,""id"":""osr81snd2o7""}]}",1,179
"May 3, 2021",100.5705704,"{""chocpudding-2lb"":0,""custom"":[{""title"":""Chocolate Pudding 2lb ตกแต่งหัวใจสีชมพู, มุกสีขาว และเชอร์รี่"",""price"":3000,""quantity"":0,""id"":""qm9nk5yuol""},{""title"":""Chocolate Pudding 2lb ตกแต่งหัวใจสีชมพูอ่อน, มุกสีขาว และเชอร์รี่"",""price"":3000,""quantity"":1,""id"":""yqm9czto5vg""}]}",1,150
"May 3, 2021",100.5379091,"{""berry-2lb"":1}",1,201
"May 3, 2021",100.558287,"{""gift"":[{""count"":""3"",""price"":1150,""quantity"":1,""id"":""2862kym6qhl"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Medium bouquet of 3""}]}",1,163
"May 3, 2021",100.6510447,"{""hella"":1,""salt"":1}",1,187
"May 3, 2021",,"{""banana-1lb"":1}",1,0
"May 3, 2021",100.5739558,"{""bannutella~s"":1,""hella"":1}",1,50
"May 3, 2021",100.5472328,"{""coconut-1lb"":1}",1,171
"May 3, 2021",100.5078252,"{""coconut-1lb"":1}",1,239
"May 3, 2021",,"{""heart-set&redvelvet,ganache.pinkgold"":1}",1,0
"May 3, 2021",100.6434178,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""0dntd4h3hrqp"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,135
"May 3, 2021",,"{""salt"":1,""deathchoc"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""kvebrtdwuj"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,0
"May 3, 2021",100.594945,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""q9e1nyxrah"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":2,""RED VELVET CREAM CHEESE BROWNIE BITES"":4,""extra"":"""",""title"":""Small box of 9""}],""blackout_slice"":1}",1,129
"May 3, 2021",100.598336,"{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":0,""id"":""w3pebze3ixb"",""BAE BROWNIE"":2,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Large box of 8""}],""heart-S&ganache.pink"":0,""deathchoccake-1lb"":1}",1,78
"May 3, 2021",100.5288293,"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""8409lls59hj"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,385
"May 3, 2021",100.561172,"{""heart-S&ganache.gold"":1}",1,50
"May 3, 2021",100.6102008,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""sipps6h8ep"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,88
"May 3, 2021",100.5663743,"{""mixedberry-1lb"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""i4s280n5gj"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":5,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,136
"May 3, 2021",100.5165848,"{""custom"":[{""title"":""เค้กคุกกี้  Quarantine ขนาด 1 Ib  รสชาติ PBJ "",""price"":950,""quantity"":1,""id"":""sxiejjb4nw""}]}",1,0
"May 3, 2021",,"{""custom"":[{""title"":""เค้กขนาด 1 Ib รสชาติ Blackout Chocolate "",""price"":1500,""quantity"":1,""id"":""xchuf3s09u""}]}",1,0
"May 3, 2021",100.5215885,"{""mixedberry-1lb"":1}",1,227
"May 3, 2021",100.54325,"{""cupc"":1,""banultimate~l"":1}",1,302
"May 3, 2021",100.549916,"{""heart-set&redvelvet,ganache.pinkgold"":1}",1,229
"May 3, 2021",100.5705704,"{""bannutella~l"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""5woy4b7o3hl"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""custom"":[{""title"":""Banana Nutella 2ชั้น ตกแต่ง Laxy in Pink สีตามรูป"",""price"":4500,""quantity"":0,""id"":""zv9zkma8ubj""},{""title"":""Banana Nutella 2ชั้น ตกแต่ง Lady in Pink สีตามรูป"",""price"":4500,""quantity"":1,""id"":""o64nxnqei7f""}]}",1,150
"May 3, 2021",100.6717818,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""eeicsvdsvto"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,182
"May 4, 2021",100.658681,"{""deathcake"":1}",1,122
"May 4, 2021",100.561172,"{""ferrero_slice"":1,""chocpudding_slice"":1,""blackout_slice"":1}",1,50
"May 4, 2021",100.6400318,"{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""4s8vg18i2zo"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,302
"May 4, 2021",100.6527948,"{""custom"":[{""title"":""Quarantine cookies cake 2 Ib รสชาติ cupC (ตกแต่งแบบที่3)"",""price"":1450,""quantity"":1,""id"":""p5kc9qc9b2""}]}",1,278
"May 4, 2021",100.5328972,"{""cupc"":10}",1,0
"May 4, 2021",100.4339525,"{""mixedberry-1lb"":1}",1,355
"May 4, 2021",100.5721036,"{""custom"":[{""title"":""2ปอนด์​ Red​ velvet​ ตกแต่งแบบ​Lady​ in​ pink​ สีชมพู​เข้ม"",""price"":2800,""quantity"":1,""id"":""odc2d3wcvz""}]}",1,149
"May 4, 2021",100.6024219,"{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""mlkh6fxoomd"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":5,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,81
"May 4, 2021",100.538785,"{""banana-1lb"":1}",1,224
"May 4, 2021",100.4445525,"{""gift"":[{""count"":""1"",""price"":600,""quantity"":1,""id"":""yrxgm6wpcmk"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small bouquet of 1""}]}",1,338
"May 4, 2021",,"{""kiss-1lb"":1}",1,0
"May 4, 2021",,"{""bancheese~s"":1}",1,0
"May 4, 2021",,"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""8yvadzz94tl"",""BAE BROWNIE"":1,""FUDGE BROWNIE BITES"":7,""RED VELVET CREAM CHEESE BROWNIE BITES"":1,""extra"":"""",""title"":""Small box of 9""}]}",1,0
"May 4, 2021",100.5461123,"{""heart-S&redvelvet.pink"":1}",1,110
"May 4, 2021",,"{""valrhona"":1}",1,0
"May 4, 2021",104.846022,"{""deathcake"":1,""hella"":1,""redvelvet"":1,""bannutella~s"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""mkzfwbngocl"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,185
