datetime,cart,Record Count,total_price
"Jun 15, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""11fu9clm74zd"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,422
"Jun 15, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",1,1100
"Jun 15, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""8abp1rr39xl"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cereal"":2}",1,803
"Jun 15, 2021","{""loveislove&chocolate"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""zt5kwow5x8j"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,1019
"Jun 15, 2021","{""custom"":[{""title"":""ป้าย Happy birthday "",""price"":0,""quantity"":1,""id"":""opcv1c7130k""}]}",1,100
"Jun 15, 2021","{""kiss-1lb"":1}",1,2039
"Jun 15, 2021","{""pbj"":1,""hella"":1}",1,300
"Jun 15, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""7ffhnnsw099"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""},{""count"":""5"",""price"":450,""quantity"":1,""id"":""bwmq94rsf2k"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":2,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""deathchoc"":2,""cupc"":1,""hella"":1,""cereal"":1}",1,1404
"Jun 15, 2021","{""hella"":6,""redvelvet"":6,""cupc"":6,""deathchoc"":6,""salt"":6}",1,4275
"Jun 14, 2021","{""coconut-2lb"":1}",1,2741
"Jun 14, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""fpwjxg1j7g6"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":12,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,1216
"Jun 14, 2021","{""coconut-1lb"":1}",1,1737
"Jun 14, 2021","{""custom"":[{""title"":""เค้กขนาด 1 ปอนด์ รสชาติ Red velvet "",""price"":1500,""quantity"":1,""id"":""20f6z461gii""}],""cereal"":0}",1,1874
"Jun 14, 2021","{""cereal"":4}",1,560
"Jun 14, 2021","{""chocpudding_slice"":1,""carrot_slice"":1,""berry_slice"":1}",1,680
"Jun 14, 2021","{""blackout_slice"":1,""ferrero_slice"":0,""ferrero-1lb"":1}",1,1720
"Jun 14, 2021","{""banana-1lb#dearest"":1}",2,3610
"Jun 14, 2021","{""blackout-1lb"":1}",1,1754
"Jun 14, 2021","{""deathchoccake-1lb"":1}",1,882
"Jun 14, 2021","{""candy"":0,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""udp22j6bt2"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,531
"Jun 14, 2021","{""deathchoc"":1}",1,150
"Jun 14, 2021","{""heart-S&ganache.pink"":1}",1,745
"Jun 14, 2021","{""loveislove&cornflakes,babyog,candy"":1}",1,751
"Jun 14, 2021","{""candy"":0,""cereal"":3,""pbj"":1,""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""hzddh8m4y7i""}]}",1,1210
"Jun 14, 2021","{""loveislove&chocolate"":1}",3,2201
"Jun 14, 2021","{""kiss-2lb"":1}",1,2833
"Jun 14, 2021","{""loveislove&mamaog,sexyback,candy"":1}",1,715
"Jun 14, 2021","{""cereal"":1,""candy"":1,""cupc"":1,""bancheese~s"":1,""redvelvet"":1}",1,801
"Jun 14, 2021","{""loveislove&mamaog,sexyback,candy"":1,""salt"":1,""redvelvet"":0}",1,879
"Jun 14, 2021","{""loveislove&cornflakes,cornflakes,candy"":1,""cereal"":2,""candy"":2}",1,540
"Jun 14, 2021","{""pbj"":3,""cupc"":3,""salt"":3,""hella"":2,""deathchoc"":2,""redvelvet"":2}",1,2250
"Jun 14, 2021","{""chocpudding-1lb"":1}",2,3223
"Jun 14, 2021","{""cereal"":1,""candy"":1,""banultimate~s"":1,""salt"":1,""hella"":1}",1,923
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""r05ky2e0bke"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":4,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""candy"":0}",1,505
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""stz6w4pec"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":5,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":2,""custom"":[{""title"":""Love is love "",""price"":0,""quantity"":1,""id"":""gsu71bslpjv""}]}",1,840
"Jun 14, 2021","{""custom"":[{""title"":""Set love bird ( gold color: chocolate ganache ทั้งคู่)"",""price"":1100,""quantity"":1,""id"":""3hiswxwmf0g""}],""cereal"":0}",1,1521
"Jun 14, 2021","{""loveislove&triplec,mamaog,cereal"":1,""bannutella~s"":1,""bannuts~s"":1}",1,1097
"Jun 14, 2021","{""pbj"":1,""cupc"":1,""hella"":1,""cereal"":2}",1,710
"Jun 14, 2021","{""coconut-1lb"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""vzj7kv6n5qn"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":5,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}]}",1,2279
"Jun 14, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""0riqbvekq4f""}],""cereal"":0}",1,859
"Jun 14, 2021","{""coconut_slice"":4,""custom"":[{""title"":""Love​  is​  Love​"",""price"":620,""quantity"":1,""id"":""raychcl8jap""}]}",1,1664
"Jun 14, 2021","{""chocpudding-1lb#dearest"":1}",1,1868
"Jun 14, 2021","{""hella"":1,""cupc"":1,""deathchoc"":1}",1,508
"Jun 14, 2021","{""loveislove&cornflakes,cornflakes,candy"":1}",1,667
"Jun 14, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""epaqzyhbw08""}],""cereal"":0}",1,680
"Jun 14, 2021","{""loveislove&babyog,cornflakes,candy"":1}",1,696
"Jun 14, 2021","{""cereal"":1,""valrhona"":1,""peanut"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""mcy63j4jur"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,520
"Jun 14, 2021","{""cereal"":1,""coconut_slice"":1}",1,515
"Jun 14, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""s1iwggq3bn"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,512
"Jun 14, 2021","{""ladypink-3lb#berries&kiss,banana.pink"":1}",1,4948
"Jun 14, 2021","{""loveislove&sexyback,matcha,candy"":1}",1,839
"Jun 14, 2021","{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""bu7b6jpcv5h"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":2,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1,1853
"Jun 14, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""5hpdlctpd9s"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":12,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,1340
"Jun 14, 2021","{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""bwhlx38lpjn"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",1,612
"Jun 14, 2021","{""custom"":[{""title"":""2ปอนด์​ Red​ velvet​ ตกแต่งแบบ​Lady​ in​ pink​ สีขาว"",""price"":2800,""quantity"":1,""id"":""gmcr32alkp""}]}",1,3000
"Jun 14, 2021","{""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":0,""id"":""5uo4emqyh0k"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""xkwl4g4f4u"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,800
"Jun 13, 2021","{""custom"":[{""title"":""เค้กขนาด 3 ปอนด์/ 1 ชั้น / รสชาติ Strawberry KISS  "",""price"":3500,""quantity"":1,""id"":""eccc8euphj7""}]}",1,3685
"Jun 13, 2021","{""custom"":[{""title"":""1 Lb quarantine cup c cookie cake​***ตกเเต่ง​เเบบที่ 2***"",""price"":950,""quantity"":1,""id"":""08vx42i6bvd""}]}",1,1141
"Jun 13, 2021","{""loveislove&chocolate"":1,""loveislove&caramelly"":1}",1,1285
"Jun 13, 2021","{""coconut-1lb"":1}",2,3457
"Jun 13, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""0eg9d23e4t3"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1,1660
"Jun 13, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""440pqszw85l"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,489
"Jun 13, 2021","{""loveislove&caramelly"":1,""loveislove&chococrunch"":1,""loveislove&chocolate"":2}",1,2571
"Jun 13, 2021","{""custom"":[{""title"":""Sweetheart size L / ด้านนอกwhite choc สีขาว /รสชาติ Banana Nutella "",""price"":2050,""quantity"":1,""id"":""bekk2n5xzn4""}],""cereal"":0}",1,2369
"Jun 13, 2021","{""cereal"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""5olfcchs8i"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,591
"Jun 13, 2021","{""kiss-1lb"":1}",2,4301
"Jun 13, 2021","{""cereal"":1,""hella"":1}",1,406
"Jun 13, 2021","{""pbj"":1,""cupc"":1}",1,300
"Jun 13, 2021","{""custom"":[{""title"":""1lb Red velvet cake"",""price"":1500,""quantity"":1,""id"":""ocgxyanzzve""}],""candy"":1}",1,2036
"Jun 13, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""zqvvnlzp1qe"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""},{""count"":""12"",""price"":990,""quantity"":1,""id"":""kma72gxn4m"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}],""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""4nhjycspt03"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1,2805
"Jun 13, 2021","{""loveislove&chocolate"":1}",4,3020
"Jun 13, 2021","{""coconut_slice"":1,""blackout_slice"":1,""valrhona"":1}",1,658
"Jun 13, 2021","{""cereal"":1,""candy"":1,""hella"":2,""deathchoc"":2}",1,1007
"Jun 13, 2021","{""hella"":1,""cupc"":1,""cereal"":0}",1,402
"Jun 13, 2021","{""pbj"":0,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""urcar7hbtw"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,513
"Jun 13, 2021","{""custom"":[{""title"":""เค้กขนาด 1lb Red velvet ***ตกแต่งสีครีม + ดอกไม้"",""price"":1500,""quantity"":1,""id"":""0vnintndsqkr""}]}",1,1500
"Jun 13, 2021","{""cereal"":0,""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""fuxwlxzb78m"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}]}",1,594
"Jun 13, 2021","{""loveislove&doubletrouble,sexyback,cereal"":1}",1,782
"Jun 13, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",2,2773
"Jun 13, 2021","{""banana-1lb#extraferrero"":1}",1,1891
"Jun 13, 2021","{""banana_slice"":1,""chocpudding_slice"":1,""ferrero_slice"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""2axg8as83da"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,1153
"Jun 13, 2021","{""chocpudding-1lb"":0,""chocpudding-1lb#extraferrero"":1}",1,1650
"Jun 13, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1,""cereal"":1}",1,1418
"Jun 13, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""vse9e5vjana""}]}",1,620
"Jun 13, 2021","{""custom"":[{""title"":""1 Lb Red velvet​cake​***ตกเเต่ง​ lady in pink สีชมพู​ 02***"",""price"":1800,""quantity"":1,""id"":""6t8530lq267""}]}",1,1800
"Jun 13, 2021","{""loveislove&chocolate"":1,""candy"":0}",1,669
"Jun 12, 2021","{""deathchoccake-1lb"":0,""deathchoccake-2lb"":1}",1,1611
"Jun 12, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""8ubaasqqwt"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":12,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1,990
"Jun 12, 2021","{""candy"":0,""custom"":[{""title"":""(Love is Love) 2 sexy back,  2 marshmallow conflake, 2 Milk Candy Ice Cream "",""price"":620,""quantity"":1,""id"":""f9ilql91d5e""}],""bancheese~l"":2,""bannutella~l"":1,""banultimate~l"":1}",1,2726
"Jun 12, 2021","{""chocpudding-2lb"":1}",1,2780
"Jun 12, 2021","{""custom"":[{""title"":""Love is Love"",""price"":620,""quantity"":1,""id"":""zi2cmdnby9""}],""kiss_slice"":1}",1,932
"Jun 12, 2021","{""berry-2lb"":1}",1,2669
"Jun 12, 2021","{""custom"":[{""title"":""Love is Love "",""price"":620,""quantity"":1,""id"":""eeu81xyyhw""}],""candy"":0}",1,690
"Jun 12, 2021","{""hella"":4}",1,731
"Jun 12, 2021","{""custom"":[{""title"":""Love​ is​ Love​"",""price"":620,""quantity"":1,""id"":""q3mf2tvi4v""}]}",1,620
"Jun 12, 2021","{""coconut-1lb"":1}",1,1732
"Jun 12, 2021","{""custom"":[{""title"":""Love is love 2 sets"",""price"":1240,""quantity"":1,""id"":""8pmirsbqnb3""}],""deathchoccake-1lb"":2}",1,2740
"Jun 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""ji1eiujz0k"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""4136j8j1k86"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""cereal"":0}",1,1025
"Jun 12, 2021","{""cereal"":1,""soft"":[{""count"":""0"",""price"":80,""quantity"":1,""id"":""bcutqjvizsd"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":2,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,210
"Jun 12, 2021","{""heart-S&ganache.gold"":1}",1,727
"Jun 12, 2021","{""custom"":[{""title"":""Love​ is​ Love​"",""price"":620,""quantity"":1,""id"":""8vu78necz67""}]}",1,748
"Jun 12, 2021","{""hella"":2}",1,339
"Jun 12, 2021","{""chocpudding-1lb"":1}",3,5601
"Jun 12, 2021","{""hella"":1,""soft"":[{""count"":""0"",""price"":270,""quantity"":1,""id"":""i0wzs940ag"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,420
"Jun 12, 2021","{""pbj"":2,""cupc"":1,""coconut_slice"":1,""soft"":[{""count"":""0"",""price"":360,""quantity"":1,""id"":""3kqywntl54i"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}],""candy"":1,""cereal"":1}",1,1290
"Jun 12, 2021","{""cereal"":4}",1,520
"Jun 12, 2021","{""pbj"":1,""redvelvet"":1,""soft"":[{""count"":""0"",""price"":270,""quantity"":1,""id"":""mysd1p9pal"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1,570
"Jun 12, 2021","{""cupc"":1}",1,135
"Jun 12, 2021","{""candy"":0,""custom"":[{""title"":""(Love is Love)  2 Triple C, 2 Conflake, 1 Cereal ice cream, 1 milk ice cream "",""price"":620,""quantity"":1,""id"":""pplqkck2dz""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""x4v8lax4a6c"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":2,""SEXY BACK"":0,""TRIPLE C"":2,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,1178
"Jun 12, 2021","{""kiss-1lb"":1}",1,2278
"Jun 12, 2021","{""pbj"":2,""redvelvet"":1,""soft"":[{""count"":""0"",""price"":540,""quantity"":1,""id"":""qmw1h9l9muh"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}],""coconut_slice"":1}",1,1329
"Jun 12, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""45f5jnp4s8w"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}]}",1,407
"Jun 12, 2021","{""bannutella~l"":1,""carrot_slice"":2}",1,1018
"Jun 12, 2021","{""custom"":[{""title"":""เค้กหัวใจ 2 ชั้น / เค้กสีขาว /รสชาติ Chocolate pudding / มุกตกแต่งสีทอง / และเชอร์รี่"",""price"":5000,""quantity"":1,""id"":""l2rchn429g""}]}",1,5164
"Jun 12, 2021","{""cereal"":1,""pbj"":1}",1,280
"Jun 12, 2021","{""hella"":1,""salt"":1}",1,339
"Jun 12, 2021","{""candy"":0,""custom"":[{""title"":""(Love is Love)  1 Mama OG, 1 Conflake, 1 Sexy Back, 1 Baby OG, 1 Cereal ice cream, 1 milk ice cream "",""price"":620,""quantity"":1,""id"":""qkbfht0b50s""}]}",1,725
"Jun 12, 2021","{""bancheese~s"":1,""bannutella~s"":1}",1,280
"Jun 12, 2021","{""candy"":3,""cereal"":3}",1,837
"Jun 12, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""en7ld1wu988"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":5,""RED VELVET CREAM CHEESE BROWNIE BITES"":4,""extra"":"""",""title"":""Small box of 9""}]}",1,427
"Jun 12, 2021","{""custom"":[{""title"":""Love is Love"",""price"":620,""quantity"":1,""id"":""2woty75wxgz""}],""kiss_slice"":1}",1,961
"Jun 12, 2021","{""candy"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""o6wcsw8ujwn"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1,596
"Jun 12, 2021","{""mixedberry-2lb"":1}",1,3119
"Jun 12, 2021","{""blackout-1lb"":1}",1,1700
"Jun 12, 2021","{""giftboxbrownie"":[{""count"":""8"",""price"":520,""quantity"":1,""id"":""8yaujos5kgj"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Large box of 8""}],""giftboxcookie"":[{""count"":""5"",""price"":650,""quantity"":1,""id"":""ryu1pwz4yx"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}]}",1,1317
"Jun 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""f8duwumxxc4"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":2,""candy"":2,""cereal"":1}",1,1232
