datetime (Date),cart,Record Count
"Jul 1, 2021","{""sexyback"":1,""mamaog"":1}",1
"Jul 1, 2021","{""doubletrouble"":2,""cornflakes"":1,""redbrownie"":9}",1
"Jul 1, 2021","{""salt"":1}",1
"Jul 1, 2021","{""fudge"":9}",1
"Jul 1, 2021","{""cornflakes"":4}",1
"Jul 1, 2021","{""sexyback"":1,""matcha"":1,""hella"":1}",1
"Jul 1, 2021","{""pbj"":1,""salt"":1}",1
"Jul 1, 2021","{""redbrownie"":2}",1
"Jul 1, 2021","{""cornflakes"":1,""mamaog"":1,""matcha"":1,""triplec"":1,""sexyback"":1}",1
"Jul 1, 2021","{""giftbox"":1}",1
"Jul 1, 2021","{""sexyback"":1,""cornflakes"":1}",1
"Jul 1, 2021","{""banog~s"":1}",1
"Jul 1, 2021","{""bannutella~s"":1,""banog~s"":1}",1
"Jul 1, 2021","{""salt"":1,""pbj"":1,""redbrownie"":9}",1
"Jul 1, 2021","{""doubletrouble"":2,""mamaog"":1,""triplec"":1,""sexyback"":1,""cornflakes"":1}",1
"Jul 1, 2021","{""mamaog"":3,""doubletrouble"":2}",1
"Jul 1, 2021","{""mamaog"":1}",4
"Jul 1, 2021","{""sexyback"":1}",1
"Jul 1, 2021","{""matcha"":1,""cornflakes"":1,""mamaog"":1,""sexyback"":1,""doubletrouble"":1,""cupc"":1,""redvelvet"":1,""salt"":1}",1
"Jul 1, 2021","{""mamaog"":1,""babyog"":1}",1
"Jul 1, 2021","{""banultimate~s"":1,""mamaog"":1,""sexyback"":1,""cupc"":1}",1
"Jul 1, 2021","{""mamaog"":1,""doubletrouble"":1,""banultimate~s"":1}",1
"Jul 1, 2021","{""pbj"":1}",1
"Jul 1, 2021","{""mamaog"":1,""sexyback"":1,""babyog"":1,""triplec"":1,""doubletrouble"":1}",1
"Jul 1, 2021","{""cornflakes"":2}",1
"Jul 1, 2021","{""sexyback"":2}",1
"Jul 1, 2021","{""mamaog"":1,""doubletrouble"":1}",1
"Jul 1, 2021","{""doubletrouble"":1,""mamaog"":1}",1
"Jul 1, 2021","{""mamaog"":1,""hella"":1}",1
"Jul 1, 2021","{""deathchoc"":1}",3
"Jul 1, 2021","{""bannutella~s"":1,""sexyback"":1}",1
"Jul 1, 2021","{""cupc"":1,""pbj"":1}",1
"Jul 1, 2021","{""doubletrouble"":1}",1
"Jul 1, 2021","{""hella"":1}",4
"Jul 1, 2021","{""doubletrouble"":1,""mamaog"":1,""sexyback"":1,""cornflakes"":1,""matcha"":1}",1
"Jul 1, 2021","{""mamaog"":2}",1
"Jul 1, 2021","{""triplec"":1}",1
"Jul 1, 2021","{""matcha"":1,""mamaog"":1,""doubletrouble"":1}",1
"Jul 1, 2021","{""hella"":1,""cupc"":1}",1
"Jun 30, 2021","{""redbrownie"":1}",1
"Jun 30, 2021","{""sexyback"":1,""triplec"":1}",1
"Jun 30, 2021","{""sexyback"":1,""doubletrouble"":1}",1
"Jun 30, 2021","{""banog~s"":1}",1
"Jun 30, 2021","{""bannuts~s"":2}",1
"Jun 30, 2021","{""bannuts~s"":1}",1
"Jun 30, 2021","{""bancheese~s"":1}",1
"Jun 30, 2021","{""sexyback"":1,""mamaog"":1}",1
"Jun 30, 2021","{""cupc"":1,""sexyback"":1}",1
"Jun 30, 2021","{""mamaog"":1,""sexyback"":1}",1
"Jun 30, 2021","{""deathchoc"":1,""redvelvet"":1}",1
"Jun 30, 2021","{""bae"":6,""redbrownie"":6,""fudge"":6,""doubletrouble"":2,""mamaog"":2,""sexyback"":2,""babyog"":2,""matcha"":2,""triplec"":1,""cornflakes"":1}",1
"Jun 30, 2021","{""mamaog"":2}",1
"Jun 30, 2021","{""matcha"":1}",1
"Jun 30, 2021","{""mamaog"":2,""doubletrouble"":2,""triplec"":2}",1
"Jun 30, 2021","{""bannutella~s"":1}",2
"Jun 30, 2021","{""babyog"":1}",1
"Jun 30, 2021","{""banultimate~s"":1}",1
"Jun 30, 2021","{""hella"":1}",3
"Jun 30, 2021","{""salt"":1,""hella"":1}",1
"Jun 30, 2021","{""sexyback"":1,""pbj"":1}",1
"Jun 30, 2021","{""mamaog"":1,""doubletrouble"":1}",1
"Jun 30, 2021","{""redvelvet"":1}",2
"Jun 30, 2021","{""salt"":1}",1
"Jun 30, 2021","{""mamaog"":1,""doubletrouble"":1,""babyog"":1,""triplec"":1,""sexyback"":1,""bannutella~s"":1,""banog~s"":1}",1
"Jun 30, 2021","{""sexyback"":1,""cornflakes"":1}",1
"Jun 30, 2021","{""pbj"":1}",3
"Jun 30, 2021","{""sexyback"":1}",1
"Jun 30, 2021","{""mamaog"":1}",1
"Jun 30, 2021","{""cupc"":1,""doubletrouble"":1}",1
"Jun 30, 2021","{""cupc"":1}",4
"Jun 30, 2021","{""cupc"":1,""deathchoc"":1}",1
"Jun 29, 2021","{""bae"":6,""redbrownie"":6,""fudge"":6}",1
"Jun 29, 2021","{""fudge"":1,""redbrownie"":1,""bae"":1,""cornflakes"":1,""sexyback"":1,""mamaog"":1,""triplec"":1,""matcha"":1}",1
"Jun 29, 2021","{""bae"":9}",1
"Jun 29, 2021","{""bancheese~s"":1,""cornflakes"":2}",1
"Jun 29, 2021","{""bannuts~s"":2}",1
"Jun 29, 2021","{""cupc"":1,""cornflakes"":1}",1
"Jun 29, 2021","{""cupc"":1}",1
"Jun 29, 2021","{""hella"":1,""banog~s"":1}",1
"Jun 29, 2021","{""sexyback"":3,""doubletrouble"":1}",1
"Jun 29, 2021","{""fudge"":9}",1
"Jun 29, 2021","{""sexyback"":1}",2
"Jun 29, 2021","{""sexyback"":5}",1
"Jun 29, 2021","{""cornflakes"":1,""sexyback"":1,""banultimate~s"":1}",1
"Jun 29, 2021","{""cupc"":1,""sexyback"":1,""triplec"":1}",1
"Jun 29, 2021","{""redvelvet"":1}",3
"Jun 29, 2021","{""mamaog"":3,""cornflakes"":1,""sexyback"":2,""babyog"":2,""triplec"":2,""doubletrouble"":2}",1
"Jun 29, 2021","{""hella"":1}",2
"Jun 29, 2021","{""cupc"":1,""hella"":1}",1
"Jun 29, 2021","{""matcha"":2}",1
"Jun 29, 2021","{""sexyback"":1,""cornflakes"":1}",1
"Jun 29, 2021","{""sexyback"":1,""triplec"":1}",1
"Jun 29, 2021","{""pbj"":1}",1
"Jun 29, 2021","{""mamaog"":1}",2
"Jun 29, 2021","{""mamaog"":1,""doubletrouble"":1}",1
"Jun 29, 2021","{""pbj"":2,""hella"":1}",1
"Jun 29, 2021","{""matcha"":1,""hella"":1,""redvelvet"":1,""mamaog"":1}",1
"Jun 29, 2021","{""pbj"":1,""bancheese~s"":1,""sexyback"":1}",1
"Jun 29, 2021","{""doubletrouble"":1}",2
"Jun 28, 2021","{""doubletrouble"":1}",1
"Jun 28, 2021","{""deathchoc"":1}",1
"Jun 28, 2021","{""banog~s"":1,""triplec"":1}",1
"Jun 28, 2021","{""cupc"":1,""hella"":1,""cereal"":1}",1
"Jun 28, 2021","{""deathchoc"":1,""cupc"":1}",1
"Jun 28, 2021","{""babyog"":1,""mamaog"":1,""doubletrouble"":1,""cornflakes"":1,""sexyback"":1}",1
"Jun 28, 2021","{""mamaog"":1,""doubletrouble"":1,""sexyback"":1,""matcha"":1,""cornflakes"":1}",1
"Jun 28, 2021","{""sexyback"":1}",2
"Jun 28, 2021","{""bannuts~s"":1}",1
"Jun 28, 2021","{""mamaog"":1,""cornflakes"":1}",1
"Jun 28, 2021","{""giftbox"":1,""mamaog"":1,""triplec"":1,""matcha"":1,""cornflakes"":1,""sexyback"":1}",1
"Jun 28, 2021","{""matcha"":1,""deathchoc"":1}",1
"Jun 28, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3}",1
"Jun 28, 2021","{""giftbox"":1,""cornflakes"":1,""mamaog"":1,""matcha"":1,""sexyback"":1,""triplec"":1}",1
"Jun 28, 2021","{""triplec"":1,""doubletrouble"":1,""babyog"":1,""sexyback"":1,""mamaog"":1}",1
"Jun 28, 2021","{""salt"":1}",1
"Jun 28, 2021","{""mamaog"":1}",2
"Jun 28, 2021","{""sexyback"":2,""mamaog"":1,""babyog"":1,""cornflakes"":1}",1
"Jun 28, 2021","{""doubletrouble"":1,""hella"":1}",1
"Jun 28, 2021","{""babyog"":1}",2
"Jun 28, 2021","{""cupc"":1}",2
"Jun 28, 2021","{""cupc"":1,""pbj"":1,""hella"":1}",1
"Jun 28, 2021","{""hella"":1,""salt"":1,""redvelvet"":1}",1
"Jun 28, 2021","{""cornflakes"":1}",1
"Jun 28, 2021","{""pbj"":1,""fudge"":1,""bae"":1}",1
"Jun 28, 2021","{""mamaog"":3,""sexyback"":2}",1
"Jun 28, 2021","{""matcha"":1,""sexyback"":1,""babyog"":1}",1
"Jun 28, 2021","{""redvelvet"":1,""salt"":1}",1
"Jun 28, 2021","{""doubletrouble"":1,""matcha"":1,""cornflakes"":5,""mamaog"":3,""babyog"":1,""sexyback"":1}",1
"Jun 28, 2021","{""hella"":1,""redvelvet"":1,""pbj"":1}",1
"Jun 28, 2021","{""salt"":1,""redvelvet"":1}",1
"Jun 28, 2021","{""deathchoc"":1,""bannutella~s"":2,""banultimate~s"":1}",1
"Jun 28, 2021","{""pbj"":1}",1
"Jun 28, 2021","{""hella"":1}",1
"Jun 27, 2021","{""matcha"":2,""sexyback"":3}",1
"Jun 27, 2021","{""cupc"":2,""hella"":2,""salt"":2}",1
"Jun 27, 2021","{""cupc"":1,""mamaog"":1}",1
"Jun 27, 2021","{""redbrownie"":1,""deathchoc"":1,""sexyback"":1}",1
"Jun 27, 2021","{""sexyback"":2}",1
"Jun 27, 2021","{""mamaog"":4,""doubletrouble"":1,""sexyback"":4,""triplec"":1,""babyog"":2}",1
"Jun 27, 2021","{""hella"":1,""cornflakes"":1,""doubletrouble"":1,""mamaog"":1,""babyog"":1,""matcha"":1}",1
"Jun 27, 2021","{""bannuts~s"":1,""bannutella~s"":1}",1
"Jun 27, 2021","{""fudge"":3,""bae"":1,""redbrownie"":1}",1
"Jun 27, 2021","{""hella"":1,""cupc"":1}",1
"Jun 27, 2021","{""babyog"":1,""sexyback"":1}",1
"Jun 27, 2021","{""redvelvet"":1,""mamaog"":1,""cornflakes"":1}",1
"Jun 27, 2021","{""fudge"":18,""doubletrouble"":1}",1
"Jun 27, 2021","{""pbj"":2,""hella"":1}",1
"Jun 27, 2021","{""matcha"":1,""mamaog"":2}",1
"Jun 27, 2021","{""sexyback"":1,""banultimate~s"":1}",1
"Jun 27, 2021","{""fudge"":2,""redbrownie"":2}",1
"Jun 27, 2021","{""cornflakes"":1}",1
"Jun 27, 2021","{""bae"":9}",1
"Jun 27, 2021","{""hella"":1,""mamaog"":1}",1
"Jun 27, 2021","{""matcha"":1,""mamaog"":1}",2
"Jun 27, 2021","{""pbj"":1}",4
"Jun 27, 2021","{""cornflakes"":2,""doubletrouble"":1,""mamaog"":1,""sexyback"":1}",1
"Jun 27, 2021","{""mamaog"":1,""doubletrouble"":1,""sexyback"":1}",1
"Jun 27, 2021","{""deathchoc"":1}",2
"Jun 27, 2021","{""redvelvet"":1}",1
"Jun 27, 2021","{""bannutella~s"":1,""bannuts~s"":1}",2
"Jun 27, 2021","{""sexyback"":1}",4
"Jun 27, 2021","{""hella"":1}",1
"Jun 27, 2021","{""triplec"":1,""sexyback"":1}",1
"Jun 27, 2021","{""redvelvet"":1,""hella"":1}",1
"Jun 27, 2021","{""babyog"":2,""mamaog"":1,""cornflakes"":1}",1
"Jun 27, 2021","{""salt"":1}",1
"Jun 27, 2021","{""cornflakes"":1,""sexyback"":1}",1
"Jun 27, 2021","{""hella"":1,""redvelvet"":1,""bancheese~s"":1,""banultimate~s"":1}",1
"Jun 27, 2021","{""bancheese~s"":1}",1
"Jun 27, 2021","{""mamaog"":2}",1
"Jun 27, 2021","{""cupc"":1}",5
"Jun 27, 2021","{""cornflakes"":1,""mamaog"":1,""bannuts~s"":1}",1
"Jun 27, 2021","{""doubletrouble"":1,""matcha"":1,""sexyback"":1,""triplec"":1,""babyog"":1}",1
"Jun 27, 2021","{""cornflakes"":2,""mamaog"":2,""doubletrouble"":1}",1
"Jun 27, 2021","{""redbrownie"":1,""fudge"":1,""bae"":1,""matcha"":1,""doubletrouble"":1}",1
"Jun 27, 2021","{""mamaog"":1}",2
"Jun 27, 2021","{""cornflakes"":2,""matcha"":1,""bancheese~s"":1}",1
"Jun 27, 2021","{""matcha"":1}",1
"Jun 27, 2021","{""mamaog"":1,""doubletrouble"":1}",2
"Jun 27, 2021","{""cornflakes"":1,""triplec"":1,""matcha"":1,""mamaog"":1,""sexyback"":1}",1
"Jun 27, 2021","{""mamaog"":1,""sexyback"":1}",1
"Jun 27, 2021","{""matcha"":1,""sexyback"":1}",1
"Jun 27, 2021","{""cornflakes"":1,""doubletrouble"":1}",1
"Jun 27, 2021","{""triplec"":1}",2
"Jun 27, 2021","{""sexyback"":1,""babyog"":2}",1
"Jun 27, 2021","{""sexyback"":1,""cornflakes"":1,""babyog"":1,""redvelvet"":1}",1
"Jun 27, 2021","{""fudge"":5,""bae"":4}",1
"Jun 27, 2021","{""deathchoc"":1,""pbj"":1,""matcha"":1}",1
"Jun 27, 2021","{""sexyback"":1,""mamaog"":1}",2
"Jun 27, 2021","{""hella"":2}",1
"Jun 27, 2021","{""babyog"":1}",2
"Jun 27, 2021","{""mamaog"":1,""deathchoc"":1}",1
"Jun 27, 2021","{""pbj"":1,""hella"":1,""cupc"":1,""salt"":1}",1
"Jun 27, 2021","{""pbj"":1,""bae"":1}",1
"Jun 27, 2021","{""doubletrouble"":1}",1
"Jun 27, 2021","{""fudge"":18}",1
"Jun 27, 2021","{""hella"":1,""deathchoc"":1}",1
"Jun 27, 2021","{""babyog"":2,""cornflakes"":1,""doubletrouble"":1,""mamaog"":2,""matcha"":2,""sexyback"":2,""triplec"":2}",1
"Jun 26, 2021","{""matcha"":1,""doubletrouble"":1,""cornflakes"":2,""babyog"":1}",1
"Jun 26, 2021","{""mamaog"":1}",6
"Jun 26, 2021","{""bae"":1,""fudge"":1}",1
"Jun 26, 2021","{""redvelvet"":1}",2
"Jun 26, 2021","{""pbj"":1}",1
"Jun 26, 2021","{""fudge"":2,""redbrownie"":1}",1
"Jun 26, 2021","{""doubletrouble"":3}",1
"Jun 26, 2021","{""redbrownie"":1,""matcha"":1,""cornflakes"":1,""doubletrouble"":1}",1
"Jun 26, 2021","{""redbrownie"":4,""fudge"":5,""pbj"":1,""cupc"":1,""salt"":1,""deathchoc"":1}",1
"Jun 26, 2021","{""mamaog"":1,""doubletrouble"":1,""sexyback"":1}",1
"Jun 26, 2021","{""doubletrouble"":2,""mamaog"":2}",1
"Jun 26, 2021","{""matcha"":2,""doubletrouble"":1}",1
"Jun 26, 2021","{""mamaog"":4,""bae"":4}",1
"Jun 26, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3,""hella"":1}",1
"Jun 26, 2021","{""matcha"":2,""cornflakes"":1}",1
"Jun 26, 2021","{""redbrownie"":1}",1
"Jun 26, 2021","{""mamaog"":2,""bae"":2}",1
"Jun 26, 2021","{""hella"":1,""cornflakes"":1}",1
"Jun 26, 2021","{""deathchoc"":2,""cupc"":1,""salt"":1,""redvelvet"":1}",1
"Jun 26, 2021","{""redvelvet"":1,""cupc"":1,""doubletrouble"":1}",1
"Jun 26, 2021","{""pbj"":1,""deathchoc"":1,""bannutella~s"":1}",1
"Jun 26, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3}",1
"Jun 26, 2021","{""bae"":6,""fudge"":6,""redbrownie"":6}",1
"Jun 26, 2021","{""sexyback"":2,""cupc"":1}",1
"Jun 26, 2021","{""cupc"":1,""pbj"":1,""redvelvet"":1}",1
"Jun 26, 2021","{""doubletrouble"":1,""sexyback"":1}",1
"Jun 26, 2021","{""banultimate~s"":1}",2
"Jun 26, 2021","{""hella"":1,""deathchoc"":1}",1
"Jun 26, 2021","{""mamaog"":2,""sexyback"":1,""babyog"":1}",1
"Jun 26, 2021","{""deathchoc"":1,""bae"":1}",1
"Jun 26, 2021","{""matcha"":1}",2
"Jun 26, 2021","{""hella"":1,""salt"":1,""redvelvet"":1}",1
"Jun 26, 2021","{""matcha"":1,""doubletrouble"":1,""mamaog"":1}",1
"Jun 26, 2021","{""doubletrouble"":1,""babyog"":1,""mamaog"":1,""triplec"":1,""matcha"":1}",1
"Jun 26, 2021","{""babyog"":2,""cornflakes"":1,""mamaog"":1,""doubletrouble"":2,""matcha"":2,""triplec"":2,""sexyback"":2}",1
"Jun 26, 2021","{""hella"":1,""sexyback"":1}",1
"Jun 26, 2021","{""triplec"":1}",1
"Jun 26, 2021","{""banog~s"":1}",2
"Jun 26, 2021","{""cupc"":1,""sexyback"":1}",1
"Jun 26, 2021","{""pbj"":1,""sexyback"":2,""babyog"":1}",1
"Jun 26, 2021","{""doubletrouble"":1}",3
"Jun 26, 2021","{""hella"":1}",3
"Jun 26, 2021","{""matcha"":1,""mamaog"":1}",1
"Jun 26, 2021","{""babyog"":1,""mamaog"":1}",1
"Jun 26, 2021","{""redbrownie"":1,""fudge"":1,""bae"":1,""cupc"":1,""banog~s"":1}",1
"Jun 26, 2021","{""sexyback"":1,""mamaog"":1}",1
"Jun 26, 2021","{""hella"":1,""pbj"":1,""babyog"":1}",1
"Jun 26, 2021","{""cupc"":1}",3
"Jun 26, 2021","{""redbrownie"":3,""fudge"":3,""bae"":3}",1
"Jun 26, 2021","{""bannutella~s"":1,""doubletrouble"":1}",1
"Jun 26, 2021","{""hella"":1,""doubletrouble"":1,""babyog"":1,""sexyback"":1,""triplec"":1,""mamaog"":1}",1
"Jun 26, 2021","{""pbj"":1,""babyog"":1}",1
"Jun 26, 2021","{""hella"":2,""matcha"":1,""sexyback"":1}",1
"Jun 26, 2021","{""deathchoc"":1}",1
"Jun 26, 2021","{""cupc"":1,""mamaog"":1}",1
"Jun 26, 2021","{""mamaog"":2,""babyog"":1,""triplec"":1}",1
"Jun 26, 2021","{""mamaog"":1,""doubletrouble"":1,""matcha"":1,""sexyback"":1,""triplec"":1}",1
"Jun 26, 2021","{""sexyback"":1,""doubletrouble"":1,""mamaog"":1}",1
"Jun 26, 2021","{""sexyback"":1}",3
"Jun 26, 2021","{""hella"":1,""salt"":1}",1
"Jun 26, 2021","{""cornflakes"":4,""sexyback"":1}",1
"Jun 26, 2021","{""sexyback"":1,""bae"":1,""fudge"":1}",1
"Jun 26, 2021","{""bancheese~s"":1,""salt"":1}",1
"Jun 26, 2021","{""sexyback"":1,""doubletrouble"":1}",1
"Jun 26, 2021","{""babyog"":3}",1
"Jun 26, 2021","{""cornflakes"":2}",1
"Jun 26, 2021","{""pbj"":1,""cupc"":1}",2
"Jun 26, 2021","{""sexyback"":1,""mamaog"":1,""banog~s"":2}",1
"Jun 26, 2021","{""redbrownie"":9,""fudge"":9,""sexyback"":1}",1
"Jun 26, 2021","{""matcha"":1,""sexyback"":1,""cornflakes"":1,""doubletrouble"":1,""mamaog"":1}",1
"Jun 26, 2021","{""pbj"":1,""babyog"":1,""cornflakes"":1}",1
"Jun 26, 2021","{""sexyback"":12}",1
"Jun 26, 2021","{""mamaog"":2,""triplec"":1,""matcha"":1}",1
"Jun 26, 2021","{""mamaog"":1,""cupc"":1}",1
"Jun 26, 2021","{""giftbox"":1,""babyog"":1,""mamaog"":2,""matcha"":1,""sexyback"":1}",1
"Jun 26, 2021","{""mamaog"":2,""sexyback"":2,""doubletrouble"":2,""matcha"":2,""triplec"":2,""cornflakes"":1,""babyog"":1}",1
"Jun 26, 2021","{""mamaog"":2,""sexyback"":2}",1
"Jun 26, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3,""salt"":1}",1
"Jun 26, 2021","{""babyog"":1}",3
"Jun 25, 2021","{""mamaog"":1,""sexyback"":1}",1
"Jun 25, 2021","{""sexyback"":1}",1
"Jun 25, 2021","{""redbrownie"":26,""fudge"":1}",1
"Jun 25, 2021","{""sexyback"":1,""mamaog"":1,""salt"":1}",1
"Jun 25, 2021","{""cornflakes"":1}",1
"Jun 25, 2021","{""hella"":1,""pbj"":1}",1
"Jun 25, 2021","{""hella"":2}",1
"Jun 25, 2021","{""bae"":7,""fudge"":3,""salt"":1,""deathchoc"":1}",1
"Jun 25, 2021","{""doubletrouble"":1,""sexyback"":1,""pbj"":1}",1
"Jun 25, 2021","{""cornflakes"":1,""babyog"":1,""sexyback"":1}",1
"Jun 25, 2021","{""fudge"":2,""doubletrouble"":1}",1
"Jun 25, 2021","{""matcha"":1,""doubletrouble"":1,""sexyback"":1}",1
"Jun 25, 2021","{""matcha"":12}",1
"Jun 25, 2021","{""salt"":1,""mamaog"":1,""sexyback"":1,""triplec"":1,""doubletrouble"":1,""babyog"":1}",1
"Jun 25, 2021","{""mamaog"":1,""sexyback"":2,""matcha"":2}",1
"Jun 25, 2021","{""pbj"":1,""fudge"":1}",1
"Jun 25, 2021","{""cupc"":1,""hella"":1}",1
"Jun 25, 2021","{""mamaog"":1,""sexyback"":2}",1
"Jun 25, 2021","{""mamaog"":1,""matcha"":1}",1
"Jun 25, 2021","{""pbj"":1}",2
"Jun 25, 2021","{""hella"":1,""cupc"":1,""doubletrouble"":1,""triplec"":1,""mamaog"":1,""matcha"":1,""sexyback"":1}",1
"Jun 25, 2021","{""mamaog"":1,""sexyback"":1,""cornflakes"":1,""deathchoc"":1}",1
"Jun 25, 2021","{""mamaog"":2,""sexyback"":1,""matcha"":1,""cornflakes"":1,""hella"":1}",1
"Jun 25, 2021","{""hella"":1,""redvelvet"":1,""salt"":1}",1
"Jun 25, 2021","{""doubletrouble"":1,""sexyback"":1,""triplec"":1,""mamaog"":1,""babyog"":1}",1
"Jun 25, 2021","{""doubletrouble"":1,""pbj"":1,""redvelvet"":1}",1
"Jun 25, 2021","{""fudge"":6,""bae"":3,""redvelvet"":1}",1
"Jun 25, 2021","{""redvelvet"":1}",2
"Jun 25, 2021","{""doubletrouble"":1}",2
"Jun 25, 2021","{""deathchoc"":1,""pbj"":1}",1
"Jun 25, 2021","{""matcha"":1,""banultimate~s"":1}",1
"Jun 25, 2021","{""doubletrouble"":1,""mamaog"":1}",1
"Jun 25, 2021","{""doubletrouble"":2,""redvelvet"":1}",1
"Jun 25, 2021","{""mamaog"":1}",3
"Jun 25, 2021","{""babyog"":1,""matcha"":1,""sexyback"":1}",1
"Jun 25, 2021","{""bae"":3,""fudge"":3,""redbrownie"":3}",2
"Jun 25, 2021","{""mamaog"":1,""babyog"":1,""doubletrouble"":1,""sexyback"":1,""cornflakes"":1}",1
"Jun 25, 2021","{""sexyback"":1,""triplec"":1,""mamaog"":1,""babyog"":1,""cornflakes"":1}",1
"Jun 25, 2021","{""cupc"":1,""hella"":5}",1
"Jun 25, 2021","{""hella"":2,""pbj"":1,""cupc"":1}",1
"Jun 25, 2021","{""pbj"":1,""deathchoc"":1,""cupc"":1,""hella"":1,""redvelvet"":1}",1
"Jun 25, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3,""triplec"":1,""matcha"":1,""doubletrouble"":2,""mamaog"":2,""babyog"":2,""sexyback"":2,""cornflakes"":2}",1
"Jun 25, 2021","{""hella"":1,""doubletrouble"":1}",1
"Jun 25, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3}",1
"Jun 25, 2021","{""babyog"":1,""sexyback"":1,""mamaog"":1}",1
"Jun 25, 2021","{""cupc"":1}",2
"Jun 25, 2021","{""mamaog"":1,""cornflakes"":1}",1
"Jun 25, 2021","{""cornflakes"":5,""matcha"":4,""babyog"":3}",1
"Jun 25, 2021","{""mamaog"":1,""triplec"":1}",1
"Jun 25, 2021","{""deathchoc"":1,""hella"":1,""cupc"":1}",1
"Jun 25, 2021","{""sexyback"":1,""mamaog"":1}",1
"Jun 25, 2021","{""mamaog"":1,""sexyback"":1,""babyog"":1,""triplec"":1,""doubletrouble"":1}",1
"Jun 25, 2021","{""pbj"":1,""cupc"":1}",1
"Jun 25, 2021","{""salt"":1}",1
"Jun 24, 2021","{""matcha"":1}",1
"Jun 24, 2021","{""babyog"":2,""cornflakes"":2,""doubletrouble"":1,""mamaog"":2,""matcha"":2,""sexyback"":2,""triplec"":1}",1
"Jun 24, 2021","{""pbj"":1,""hella"":1,""banultimate~s"":1}",1
"Jun 24, 2021","{""salt"":2,""redvelvet"":1}",1
"Jun 24, 2021","{""sexyback"":5}",1
"Jun 24, 2021","{""cupc"":1}",5
"Jun 24, 2021","{""salt"":1}",1
"Jun 24, 2021","{""bae"":3,""redbrownie"":3,""fudge"":3}",1
"Jun 24, 2021","{""cupc"":1,""hella"":1}",1
"Jun 24, 2021","{""hella"":1,""pbj"":1,""redvelvet"":1}",1
"Jun 24, 2021","{""mamaog"":1,""babyog"":1}",1
"Jun 24, 2021","{""banultimate~s"":2,""mamaog"":1}",1
"Jun 24, 2021","{""cornflakes"":1,""babyog"":1}",1
"Jun 24, 2021","{""cornflakes"":2,""salt"":1,""bancheese~s"":1,""banog~s"":1}",1
"Jun 24, 2021","{""cornflakes"":2,""sexyback"":2,""matcha"":1}",1
"Jun 24, 2021","{""hella"":1,""pbj"":1}",1
"Jun 24, 2021","{""triplec"":1,""cornflakes"":1}",1
"Jun 24, 2021","{""triplec"":1}",4
"Jun 24, 2021","{""mamaog"":2,""doubletrouble"":2,""cornflakes"":1}",1
"Jun 24, 2021","{""matcha"":1,""mamaog"":1,""bae"":1,""redbrownie"":1}",1
"Jun 24, 2021","{""hella"":2}",1
"Jun 24, 2021","{""pbj"":1}",2
"Jun 24, 2021","{""bae"":2,""fudge"":2,""redbrownie"":5}",1
"Jun 24, 2021","{""doubletrouble"":1,""matcha"":1}",1
"Jun 24, 2021","{""deathchoc"":1}",1
"Jun 24, 2021","{""mamaog"":2,""doubletrouble"":1}",1
"Jun 24, 2021","{""sexyback"":1,""cornflakes"":1,""babyog"":1,""mamaog"":1,""doubletrouble"":1}",1
"Jun 24, 2021","{""hella"":1}",2
"Jun 24, 2021","{""sexyback"":2,""mamaog"":1,""babyog"":1,""doubletrouble"":1}",1
"Jun 24, 2021","{""bannutella~s"":1}",1
"Jun 24, 2021","{""mamaog"":1}",1
"Jun 24, 2021","{""cupc"":1,""pbj"":1}",1
"Jun 24, 2021","{""fudge"":3,""bae"":3,""redbrownie"":3}",1
"Jun 24, 2021","{""mamaog"":3,""doubletrouble"":2,""sexyback"":2,""triplec"":1,""matcha"":1,""cornflakes"":1,""babyog"":2}",1
"Jun 24, 2021","{""cornflakes"":2,""sexyback"":2,""mamaog"":2,""babyog"":1,""doubletrouble"":1}",1
"Jun 24, 2021","{""doubletrouble"":1}",1
"Jun 24, 2021","{""salt"":1,""hella"":1,""redvelvet"":1,""doubletrouble"":1}",1
"Jun 24, 2021","{""matcha"":1,""cornflakes"":1}",1
"Jun 24, 2021","{""mamaog"":1,""doubletrouble"":1}",1
"Jun 24, 2021","{""cupc"":1,""salt"":1}",1
"Jun 24, 2021","{""redvelvet"":1,""salt"":1}",1
"Jun 24, 2021","{""babyog"":1,""mamaog"":1,""matcha"":1,""sexyback"":1,""cornflakes"":1}",1
"Jun 24, 2021","{""doubletrouble"":1,""sexyback"":1}",2
"Jun 24, 2021","{""giftbox"":2,""bae"":3,""redbrownie"":2,""fudge"":3,""mamaog"":1,""doubletrouble"":1,""babyog"":1,""triplec"":1,""sexyback"":1}",1
"Jun 24, 2021","{""hella"":1,""cupc"":1,""deathchoc"":1,""pbj"":1,""salt"":1,""redvelvet"":1,""bae"":6,""redbrownie"":6,""fudge"":6}",1
"Jun 24, 2021","{""pbj"":2}",1
"Jun 24, 2021","{""bae"":3,""fudge"":3,""redbrownie"":3}",1
"Jun 24, 2021","{""sexyback"":1,""mamaog"":1,""fudge"":1}",1
"Jun 24, 2021","{""sexyback"":1}",2
