cart,Record Count
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":0,""id"":""rus5qn5aq5h"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""},{""count"":""9"",""price"":360,""quantity"":1,""id"":""301itme2uff"",""BAE BROWNIE"":4,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Small box of 9""}],""cupc"":1,""hella"":1}",1
"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""1djg9n3d062"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":1,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"{""redvelvet"":2,""hella"":3,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""v966v5qubeg"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}],""blackout_slice"":0,""chocpudding_slice"":2,""sundae"":4}",1
"{""coconut-1lb#dearest"":1,""hella"":1,""salt"":1}",1
"{""deathchoc"":1,""sundae"":1}",1
"{""cereal"":2,""hella"":1,""cupc"":1,""chocpudding_slice"":1,""berry_slice"":1}",1
"{""kiss-2lb"":1,""cupc"":1}",1
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""fk2o152e6f"",""BAE BROWNIE"":5,""FUDGE BROWNIE BITES"":4,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""pbj"":1,""banog~s"":1,""bannutella~l"":0,""bannutella~s"":1}",1
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""8q8n0pprasw"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"{""sundae"":1,""cereal"":1,""candy"":1,""deathcake"":1}",1
"{""fat"":1,""sundae"":1,""cupccake-1lb"":1}",1
"{""loveislove&cornflakes,cornflakes,triplec,triplec,cereal,candy"":1}",1
"{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""rl9qna0zclf"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""0q9j3utlsjmf"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":12,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"{""banana-2lb#flower"":1,""soft"":[{""count"":""0"",""price"":90,""quantity"":1,""id"":""ho86ibgrk7o"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":1,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":0,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""PISTACHIO CRANBERRY"":0,""MRS CLAUS OATMEAL COOKIE"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"{""chocpudding-1lb"":0,""banana-1lb#flower"":0,""chocpudding-1lb#flower"":1}",1
"{""sundae"":2,""deathchoc"":1,""salt"":1,""valrhona"":1,""banultimate~s"":1,""blackout_slice"":1}",1
